Intensity 31_200_PSCARB_10	Intensity 32_200_psCARB_100	Intensity 33_SMALL_CITRATE_10	Intensity 34_LARGE_CITRATE_10	Intensity 35_SMALL_PEI_10	Intensity 36_LARGE_PEI_10	Intensity 37_LARGE_PVP@AU_100	Intensity 38_SMALL_PVP@AU_10	Intensity 39_SMALL_PVP@AU_100	Intensity 40_LARGE_CITRATE_100	Intensity 41_LARGE_PEI_100	Intensity 42_SMALL_CITRATE_100	Intensity 43_SMALL_PEI_100	Intensity 44_LARGE_PVP@AU_10	Intensity 45_LARGE_PEG@AU_100	Intensity 46_LARGE_PEI@AU_100	Intensity 47_SMALL_PEI@AU_100	Intensity 48_200_PSCARB_PEG_100	Intensity 49_200_PSCARB_PEG_100(B)	Intensity 50_FBS	Intensity 51_SPQC1	Intensity 52_SPQC2	Intensity 53_SPQC3	Top3 31_200_PSCARB_10	Top3 32_200_psCARB_100	Top3 33_SMALL_CITRATE_10	Top3 34_LARGE_CITRATE_10	Top3 35_SMALL_PEI_10	Top3 36_LARGE_PEI_10	Top3 37_LARGE_PVP@AU_100	Top3 38_SMALL_PVP@AU_10	Top3 39_SMALL_PVP@AU_100	Top3 40_LARGE_CITRATE_100	Top3 41_LARGE_PEI_100	Top3 42_SMALL_CITRATE_100	Top3 43_SMALL_PEI_100	Top3 44_LARGE_PVP@AU_10	Top3 45_LARGE_PEG@AU_100	Top3 46_LARGE_PEI@AU_100	Top3 47_SMALL_PEI@AU_100	Top3 48_200_PSCARB_PEG_100	Top3 49_200_PSCARB_PEG_100(B)	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	iBAQ 31_200_PSCARB_10	iBAQ 32_200_psCARB_100	iBAQ 33_SMALL_CITRATE_10	iBAQ 34_LARGE_CITRATE_10	iBAQ 35_SMALL_PEI_10	iBAQ 36_LARGE_PEI_10	iBAQ 37_LARGE_PVP@AU_100	iBAQ 38_SMALL_PVP@AU_10	iBAQ 39_SMALL_PVP@AU_100	iBAQ 40_LARGE_CITRATE_100	iBAQ 41_LARGE_PEI_100	iBAQ 42_SMALL_CITRATE_100	iBAQ 43_SMALL_PEI_100	iBAQ 44_LARGE_PVP@AU_10	iBAQ 45_LARGE_PEG@AU_100	iBAQ 46_LARGE_PEI@AU_100	iBAQ 47_SMALL_PEI@AU_100	iBAQ 48_200_PSCARB_PEG_100	iBAQ 49_200_PSCARB_PEG_100(B)	iBAQ 50_FBS	iBAQ 51_SPQC1	iBAQ 52_SPQC2	iBAQ 53_SPQC3	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Taxonomy names
111040000	53189000	0	0	44973000	43448000	35329000	12432000	16456000	0	42858000	0	54338000	21041000	4720900	0	26553000	23753000	47234000	0	12598000	10824000	11501000	105920000	47551000	0	0	44973000	43448000	42218000	12432000	34060000	0	51214000	0	64933000	21041000	9771100	0	31731000	32170000	56911000	0	26075000	22402000	23804000	7516200	3371800	0	0	2911800	2846300	1730900	754320	1645600	0	2520200	0	2988200	1315600	472090	0	1005100	1266600	2519900	0	1259800	1082400	1150100				9913	5	5	5	23	23	23	25.663	0	45.596	572290000	45	P37141	P37141			165	Bos taurus
0	0	0	0	14852000	3569400	19080000	0	59881000	130420000	0	21536000	9089500	0	4272900	0	0	0	0	0	18939000	14457000	8401100	0	0	0	0	20761000	0	0	0	44038000	62355000	0	21856000	18349000	0	7027200	0	0	0	0	0	19959000	21390000	24390000	0	0	0	0	247740	111540	596260	0	853460	1808700	0	361580	284050	0	133530	0	0	0	0	0	307380	120670	262530				9913	13	13	13	29.5	29.5	29.5	56.929	0	60.191	304500000	40	P38657	P38657			166	Bos taurus
0	0	38001000	39449000	0	0	7452000	24861000	66139000	157640000	0	72013000	0	24970000	0	0	0	0	0	0	18734000	19252000	27800000	0	0	38001000	39449000	0	0	18461000	24861000	66139000	143340000	0	72013000	0	30785000	0	0	0	0	0	0	31616000	32490000	34274000	0	0	2529700	2790100	0	0	1242000	1542600	3937300	11815000	0	4154300	0	1605300	0	0	0	0	0	0	1681300	1702200	1811300				9913	3	3	3	27.5	27.5	27.5	18.45	0	16.713	496310000	31	P39873	P39873			167	Bos taurus
0	0	0	0	0	0	0	0	35031000	19578000	23881000	0	0	0	11948000	0	9703900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44845000	26305000	20656000	0	0	0	21954000	0	17830000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5838600	1131200	1873700	0	0	0	1991400	0	1617300	0	0	0	0	0	0				9913	4	4	4	19.1	19.1	19.1	24.033	0	13.288	100140000	12	P40673	P40673			168	Bos taurus
5283400192	4924299776	6869300224	7916499968	6384799744	2398799872	3758599936	1838099968	4249400064	10451000320	4012399872	6463399936	6237599744	1112000000	1696599936	90297000	1533799936	542710016	1505799936	2448000000	6477000192	5458400256	6175399936	1373400064	987649984	1588899968	1849500032	1554499968	659249984	749270016	454169984	1130099968	2822799872	1028699968	2029100032	1562199936	291840000	369550016	23740000	442780000	161470000	466920000	516940000	1488300032	1422800000	1873799936	112810000	81743000	143260000	160830000	132390000	46614000	67277000	33585000	94311000	214460000	96272000	143950000	152520000	18392000	32449000	1800300	36525000	11587000	31549000	56780000	112150000	102570000	125430000				9913	41	41	41	75.9	75.9	75.9	52.347	0	323.31	97828000000	1348	P41361	P41361			169	Bos taurus
0	0	0	0	0	0	0	1281800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1281800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	1	1	1	2.8	2.8	2.8	33.615	0.0025773	3.9121	1281800	1	P42916	P42916			170	Bos taurus
8467300	0	22143000	16202000	0	0	0	0	0	49041000	0	0	0	0	5922800	0	0	0	0	0	6408600	10475000	0	10904000	0	28516000	20865000	0	0	0	0	0	43999000	0	0	0	0	4146000	0	0	0	0	0	8253100	13490000	0	445650	0	1165400	852720	0	0	0	0	0	265400	0	0	0	0	142290	0	0	0	0	0	337290	551330	0				9913	4	4	4	11.7	11.7	11.7	45.487	0	42.331	118660000	12	P49907	P49907			171	Bos taurus
774769984	33625000	9683000320	9851599872	1057600000	879030016	522689984	1235699968	391400000	3644699904	1066600000	3413700096	771539968	933180032	106610000	41290000	559760000	634550	4595500	529510016	3302200064	2922899968	3718700032	277969984	21765000	3682700032	3437299968	415120000	359300000	272169984	377780000	243920000	1451500032	572240000	1162499968	407320000	316340000	84456000	19780000	256020000	0	10364000	273100000	1382000000	1570899968	1456499968	22703000	978410	242850000	273809984	29239000	26807000	14820000	35951000	7899600	109960000	28591000	108800000	22443000	27451000	3771100	1468200	16076000	31727	229780	15484000	86241000	78780000	113740000				9913	20	20	20	47.4	47.4	47.4	51.723	0	323.31	45446000000	472	P50448	P50448			172	Bos taurus
0	0	0	0	39887000	60571000	0	0	0	0	369900000	0	128510000	0	0	877320	174610000	0	0	0	0	0	0	0	0	0	0	18950000	28618000	0	0	0	0	158570000	0	73849000	0	0	0	79109000	0	0	0	0	0	0	0	0	0	0	533930	996440	0	0	0	0	5333100	0	1501500	0	0	38144	1875100	0	0	0	0	0	0				9913	11	11	11	39.8	39.8	39.8	48.038	0	98.43	774350000	54	P52193	P52193			173	Bos taurus
26852000	2007500	0	0	0	0	0	0	0	0	0	9915700	0	0	0	0	0	0	0	0	0	0	0	26852000	2278300	0	0	0	0	0	0	0	0	0	11253000	0	0	0	0	0	0	0	0	0	0	0	418990	182500	0	0	0	0	0	0	0	0	0	901430	0	0	0	0	0	0	0	0	0	0	0				9913	2	2	2	13.1	13.1	13.1	22.132	0	8.1302	38775000	4	P52556	P52556			174	Bos taurus
0	0	0	0	0	0	0	0	24281000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24281000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2428100	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	3	1	1	25.3	15.2	15.2	17.852	0	4.9892	24281000	2	P54228;P54229	P54228;P54229			175	Bos taurus;Bos taurus
0	0	0	0	0	7035800	0	0	0	0	236770000	0	8406300	0	6529600	0	27668000	0	3679700	0	0	0	0	0	0	0	0	0	10625000	0	0	0	0	137020000	0	26360000	0	19021000	0	25132000	0	5603100	0	0	0	0	0	0	0	0	0	319810	0	0	0	0	7015200	0	382100	0	296800	0	988270	0	74573	0	0	0	0				9913	8	8	8	31.6	31.6	31.6	40.287	0	323.31	290080000	25	P55252	P55252			176	Bos taurus
219260000	27746000	190790000	194570000	134800000	153900000	61766000	65730000	162460000	217360000	139140000	212820000	104770000	47946000	35332000	566250	55369000	7721100	11063000	5700100	134260000	128350000	116360000	83753000	12036000	63036000	83131000	49733000	44385000	37503000	23076000	59980000	86640000	61119000	75508000	60799000	18484000	20016000	0	26058000	8215100	0	15071000	55677000	53064000	52136000	3551200	293170	3474700	3483200	2029000	1886900	1208700	864210	2957000	3366200	2706500	3565400	1674000	711950	513050	17159	922780	164310	186140	172730	2210800	2072400	1840600				9913	18	18	18	31	31	31	74.407	0	236.17	2427800000	261	P55906	P55906			177	Bos taurus
0	0	0	0	0	0	118660000	3714600	18190000	0	0	0	0	4681800	173070000	2884900	122830000	1965100	0	0	0	0	0	0	0	0	0	0	0	118660000	20806000	101880000	0	0	0	0	26223000	173070000	16159000	118420000	11007000	0	0	0	0	0	0	0	0	0	0	0	15452000	530660	2598600	0	0	0	0	668840	21843000	412130	14526000	280730	0	0	0	0	0				9913	3	3	3	34.5	34.5	34.5	28.558	0	18.831	445990000	17	P55918	P55918			178	Bos taurus
0	0	3601400	3394200	0	0	6239100	0	9126100	13399000	0	6045200	0	0	2566200	0	2665800	0	0	8692300	5195700	4232800	0	0	0	3601400	3394200	0	0	6239100	0	9126100	13399000	0	6045200	0	0	2566200	0	2665800	0	0	8692300	5195700	4232800	0	0	0	1200500	1131400	0	0	2079700	0	3042000	4466300	0	2015100	0	0	855390	0	888610	0	0	2897400	1731900	1410900	0				9913	1	1	1	19.7	19.7	19.7	6.0282	0	6.47	65158000	12	P68301;P67983;P58280;P55943;P55942	P68301;P67983;P58280;P55943;P55942			179	Bos taurus;Bos taurus;Bos taurus;Bos taurus;Bos taurus
19599000	22938000	5069700	11293000	3050100	0	54040000	12502000	68021000	29251000	29466000	5917500	0	21675000	9172500	0	0	9048500	88417000	0	19516000	8517000	17688000	21828000	22938000	10998000	12578000	6616800	0	60188000	13924000	75759000	32578000	32818000	12837000	0	24140000	10216000	0	0	16069000	66846000	0	21736000	18476000	19700000	2177700	2259200	563300	1254800	338900	0	6004500	1389100	7557900	3250100	3274000	657500	0	2408300	1019200	0	0	368930	4930500	0	2168400	946330	1965400				9913	5	5	3	38.2	38.2	28.5	18.847	0	76.99	435180000	40	P56425	P56425			180	Bos taurus
62231000	0	430369984	519380000	997580032	1491399936	55329000	25520000	65015000	105110000	1362800000	119770000	1086099968	15209000	36692000	142080000	4002400000	0	0	0	348300000	640179968	608609984	69944000	0	624310016	649539968	1447100032	1479399936	80262000	28683000	94314000	152470000	1704400000	173740000	1358200064	22063000	41239000	159680000	4498400256	0	0	0	505260000	640179968	608609984	20744000	0	143460000	173130000	332529984	493120000	18443000	8506700	21672000	35036000	454280000	39923000	362020000	5069700	12231000	47359000	1334099968	0	0	0	116100000	213390000	202870000				9913	4	4	4	30	30	30	5.9839	0	8.2303	12114000000	34	P56651	P56651			181	Bos taurus
581230016	45392000	2771099904	2372800000	22399000576	24419999744	1006800000	177070000	584729984	748259968	21610000384	975350016	15690999808	303040000	350729984	2544699904	46087000064	598579968	212340000	1243299968	4392999936	4656799744	5412100096	128190000	10455000	728870016	816950016	4983199744	5774000128	214140000	27872000	182380000	213050000	4735399936	252570000	3157499904	35291000	83404000	669000000	10789000192	13149000	25873000	448200000	0	1277299968	1350300032	8947500	647110	44430000	41201000	365940000	394520000	13171000	2275700	10042000	10558000	373200000	13061000	259170000	3849600	5830100	41693000	765409984	4360600	2446300	20856000	75246000	79917000	86885000				9913	56	56	55	61.4	61.4	60.9	99.55	0	323.31	159190000000	1605	P56652	P56652			182	Bos taurus
0	0	0	0	0	0	0	0	0	0	0	0	5592500	0	0	0	15141000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13132000	0	0	0	15141000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114130	0	0	0	49504	0	0	0	0	0	0				9913	3	3	3	5.1	5.1	5.1	100.26	0	11.781	20734000	4	P56701	P56701			183	Bos taurus
0	0	0	0	0	0	0	0	0	0	14685000	0	0	0	0	0	0	1080000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15765000	0	0	0	0	0	0	15765000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545960	0	0	0	0	0	0	89998	0	0	0	0	0				9913	3	3	3	7.3	7.3	7.3	54.019	0.0026178	4.0934	15765000	3	P58352;REV__Q1RML2	P58352			184	Bos taurus;Bos taurus
10900000	5247700	20693000	40513000	60523000	61103000	90982000	19758000	270969984	208120000	224970000	141760000	236200000	18492000	46055000	9705900	175380000	0	0	0	72826000	96211000	96975000	13744000	6617000	37393000	45499000	47834000	44171000	83210000	17559000	156130000	156630000	165570000	113320000	154230000	15338000	35687000	7647700	133480000	0	0	0	81723000	74360000	75991000	1090000	524770	2069300	4051300	5043000	4996900	6915700	1557800	17114000	17318000	19060000	11923000	19173000	1539000	3895000	758150	14595000	0	0	0	7282600	7907400	7871200				9913	7	7	7	55.6	55.6	55.6	16.93	0	118.37	1907400000	93	P60661	P60661			185	Bos taurus
5246799872	319369984	1314499968	1504000000	919939968	806729984	537240000	224920000	514689984	743729984	963990016	542339968	1118400000	257110000	172590000	21683000	459600000	146390000	184540000	501110016	914880000	924150016	818430016	1731600000	105040000	424089984	646609984	348520000	304649984	215640000	78415000	193470000	324000000	428630016	246760000	397990016	78667000	66091000	9098400	200780000	53209000	70282000	169740000	332080000	311369984	309430016	108770000	7185600	31154000	32340000	21062000	15155000	11029000	5003700	13028000	16936000	21994000	11610000	30533000	5495500	4766700	486630	9198500	3697700	4179900	12057000	17858000	20034000	17541000				9913	27	27	11	68.3	68.3	39.7	41.736	0	323.31	19157000000	556	P60712;P63258	P60712;P63258			186	Bos taurus;Bos taurus
24921000	7404100	174390000	100300000	96027000	46727000	8315200	8822200	13596000	46699000	78415000	80894000	70889000	0	0	0	103660000	33644000	19492000	0	32309000	39295000	21495000	17955000	7017300	60657000	62284000	58872000	36227000	26097000	9170400	21562000	49929000	61568000	58534000	50937000	0	0	0	59982000	23090000	17392000	0	33813000	30814000	33623000	1969400	434190	12522000	4107100	4322500	4672700	831520	882220	1359600	3191900	3290200	5028200	5900400	0	0	0	5976600	2100100	1949200	0	2313900	3929500	2149500				9913	9	9	9	42.9	42.9	42.9	20.825	0	51.386	1007300000	81	P61223;P62833	P61223;P62833			187	Bos taurus;Bos taurus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7926500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7926500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804840	0	0	0	0				9913	3	3	3	27.9	27.9	27.9	15.798	0	5.5124	7926500	3	P61356	P61356			188	Bos taurus
0	4906800	0	0	0	0	0	0	0	30992000	0	5605100	0	0	0	0	0	1211000	1957600	0	0	0	0	0	9607800	0	0	0	0	0	0	0	32764000	0	11456000	0	0	0	0	0	2652000	4287100	0	0	0	0	0	613350	0	0	0	0	0	0	0	1842400	0	700630	0	0	0	0	0	151370	244700	0	0	0	0				9913	3	3	3	19.7	19.7	19.7	21.768	0	5.0231	44672000	7	P61585;Q1RMJ6	P61585;Q1RMJ6			189	Bos taurus;Bos taurus
0	0	0	0	0	5149800	0	0	7669000	0	0	0	30394000	0	0	5061000	48981000	0	0	0	0	0	0	0	0	0	0	0	23498000	0	0	11946000	0	0	0	38925000	0	0	5877300	48981000	0	0	0	0	0	0	0	0	0	0	0	572200	0	0	852120	0	0	0	739350	0	0	270980	2286500	0	0	0	0	0	0				9913	2	2	2	20.1	20.1	20.1	16.837	0	49.093	97255000	10	P62157	P62157			191	Bos taurus
0	0	0	0	60778000	64584000	0	0	0	0	12534000	0	41842000	0	0	18417000	338880000	0	0	0	0	0	0	0	0	0	0	51318000	61291000	0	0	0	0	32833000	0	41842000	0	0	10173000	210840000	0	0	0	0	0	0	0	0	0	0	3018700	2938300	0	0	0	0	737280	0	2461300	0	0	762790	16384000	0	0	0	0	0	0				9913	12	12	12	52.5	52.5	52.5	29.174	0	67.018	537030000	35	P62261	P62261			192	Bos taurus
0	0	0	4996900	7818000	1963100	29839000	3723500	65730000	0	402920000	0	67183000	0	60756000	0	29470000	35022000	74804000	0	10406000	12037000	13603000	0	0	0	10995000	25710000	0	29839000	11841000	59604000	0	280969984	0	51647000	0	55788000	0	41953000	29699000	53629000	0	25862000	19460000	18730000	0	0	0	832810	1303000	327190	3537600	620580	8018700	0	51388000	0	8232400	0	6285200	0	2369600	4601800	8359400	0	1734300	790290	1420900				9913	6	6	6	51.5	51.5	51.5	11.367	0	42.262	820270000	62	P62803	P62803			193	Bos taurus
1571900	0	0	0	2959800	0	105270000	1052400	186860000	10357000	157890000	3359600	30275000	10424000	9420800	0	3127600	3535000	7739800	0	5205200	5049000	16366000	6466800	0	0	0	12177000	0	105270000	4329800	186860000	42610000	198720000	13822000	67496000	13120000	38758000	0	12867000	14543000	31842000	0	21415000	20772000	36486000	224550	0	0	0	422840	0	15038000	150350	26694000	1479600	22556000	479940	4325000	1489100	1345800	0	446800	505000	1105700	0	743600	721290	2337900				9913	3	3	3	21.4	21.4	21.4	13.923	0	8.7611	560460000	25	Q32L48;Q2M2T1;P62808	Q32L48;Q2M2T1;P62808			194	Bos taurus;Bos taurus;Bos taurus
0	0	12753000	11137000	0	0	0	6325100	33689000	15367000	0	17719000	0	0	3772400	0	0	0	0	0	11776000	5937200	6845500	0	0	15738000	13743000	0	0	0	6668500	35517000	18964000	0	20560000	0	0	4655200	0	0	0	0	0	14532000	7326600	8447600	0	0	1275300	1113700	0	0	0	432320	1837600	1536700	0	1771900	0	0	377240	0	0	0	0	0	1177600	593720	684550				9913	3	3	3	31.7	31.7	31.7	17.869	0	22.681	125320000	16	P62935	P62935			195	Bos taurus
0	9834500	0	0	0	0	0	0	0	8484800	0	0	0	0	0	0	0	1878500	3523800	0	0	6265500	0	0	9834500	0	0	0	0	0	0	0	11148000	0	0	0	0	0	0	0	2468100	4629700	0	0	8231900	0	0	625570	0	0	0	0	0	0	0	1060600	0	0	0	0	0	0	0	234810	440470	0	0	783180	0				9913	3	3	2	19.8	19.8	14.6	21.45	0	16.971	29987000	9	P62998	P62998			196	Bos taurus
0	0	4716800	0	130130000	162290000	0	0	0	0	69908000	0	51470000	0	0	20601000	482140000	0	0	0	2756200	12993000	3617500	0	0	9201800	0	79161000	103200000	0	0	0	0	44279000	0	46303000	0	0	12811000	256070000	0	0	0	0	20778000	17803000	0	0	336910	0	6825600	9682500	0	0	0	0	4140900	0	2961500	0	0	1269700	25655000	0	0	0	196870	928090	258390				9913	9	9	8	40	40	36.3	27.745	0	323.31	940630000	64	P63103	P63103			197	Bos taurus
270110016	181710000	223650000	253420000	68257000	30644000	145070000	48729000	357910016	1193799936	116800000	664529984	85985000	23714000	80248000	794820	56448000	27885000	46357000	0	258980000	383529984	333640000	183920000	102950000	167030000	175580000	63436000	34243000	111670000	35896000	257630000	740880000	92612000	408140000	85985000	25383000	52184000	1977300	56448000	20976000	65339000	0	213910000	232630000	243110000	4983200	4111600	4157500	4450100	1304200	731780	2752200	1206200	6597800	23680000	1087500	16126000	1034400	677270	1948900	37849	996410	695560	941230	0	5003000	8575500	5882000				9913	10	10	10	34.8	34.8	34.8	50.14	0	76.366	4852200000	165	P68103;Q32PH8	P68103;Q32PH8			198	Bos taurus;Bos taurus
441260000	21100000	133190000	172390000	80000000	64595000	36855000	14539000	42287000	73113000	122610000	57401000	101780000	20831000	20062000	3192000	35395000	12671000	17169000	71927000	68544000	98880000	87732000	458350016	24039000	138350000	172390000	80000000	67097000	43851000	17299000	50314000	75944000	122610000	59624000	105720000	24785000	23870000	3797900	42114000	15077000	20428000	71927000	71199000	98880000	91129000	2925100	914670	1011700	1129000	380690	536430	1842700	726960	2114300	664310	875730	483880	901300	1041500	1003100	159600	1769700	633570	858430	430910	351350	591310	707140				9913	18	2	2	32.6	7.2	7.2	42.019	0	62.746	1797500000	53	Q3ZC07;P68138;Q5E9B5;P62739	Q3ZC07;P68138;Q5E9B5;P62739			199	Bos taurus;Bos taurus;Bos taurus;Bos taurus
0	0	0	0	5821400	10606000	0	0	0	0	0	0	0	0	0	1719200	86641000	0	0	0	0	0	0	0	0	0	0	10524000	12669000	0	0	0	0	0	0	0	0	0	3108100	59053000	0	0	0	0	0	0	0	0	0	0	415810	285740	0	0	0	0	0	0	0	0	0	122800	3686300	0	0	0	0	0	0				9913	5	4	4	26.4	22.8	22.8	28.081	0	127.55	104790000	15	P68250	P68250			200	Bos taurus
0	0	0	0	0	23416000	0	0	0	0	0	0	0	0	0	0	28924000	0	0	0	0	0	0	0	0	0	0	0	17904000	0	0	0	0	0	0	0	0	0	0	19564000	0	0	0	0	0	0	0	0	0	0	0	1119000	0	0	0	0	0	0	0	0	0	0	1443400	0	0	0	0	0	0				9913	5	5	4	21.1	21.1	17	28.252	0	76.452	52341000	10	P68252	P68252			201	Bos taurus
0	0	0	0	0	0	0	0	0	7916000	0	33100000	25862000	0	15788000	0	0	0	7303500	0	0	0	0	0	0	0	0	0	0	0	0	0	14756000	0	89969000	40915000	0	29429000	0	0	0	13614000	0	0	0	0	0	0	0	0	0	0	0	0	0	1979000	0	8275100	6465400	0	3946900	0	0	0	1825900	0	0	0	0				9913	3	3	3	36	36	36	15.404	0.0026596	4.2175	89969000	6	P68432;Q5E9F8;P84227;A5PK61;Q3SZB8	P68432;Q5E9F8;P84227;A5PK61			202	Bos taurus;Bos taurus;Bos taurus;Bos taurus;Bos taurus
0	0	0	0	3139100	4966100	0	0	0	0	0	0	0	0	0	0	5594200	0	0	0	0	0	0	0	0	0	0	3139100	4966100	0	0	0	0	0	0	0	0	0	0	5594200	0	0	0	0	0	0	0	0	0	0	196200	310380	0	0	0	0	0	0	0	0	0	0	349640	0	0	0	0	0	0				9913	2	1	1	7.7	3.7	3.7	28.211	0.0098039	3.3392	13699000	3	P68509	P68509			203	Bos taurus
0	0	26338000	27311000	25760000	0	156450000	2973200	176300000	200270000	0	32098000	8499700	8256500	40453000	0	0	0	0	0	50515000	73807000	48242000	0	0	29614000	25907000	24280000	0	117320000	5051400	143590000	186050000	0	27685000	12157000	11809000	33492000	0	0	0	0	0	53225000	60628000	48242000	0	0	2886200	711520	694270	0	4921100	495530	4091200	3544700	0	946240	326430	149510	614950	0	0	0	0	0	5435500	1075900	1104000				9913	4	4	4	42.4	42.4	42.4	10.685	0	44.578	877280000	52	P79105	P79105			204	Bos taurus
0	14207000	0	0	0	0	191320000	0	375080000	82649000	0	11579000	0	0	30110000	0	7477000	0	10948000	0	15216000	14690000	21479000	0	10032000	0	0	0	0	149950000	0	239420000	74163000	0	21624000	0	0	32266000	0	0	0	10948000	0	27824000	26078000	43523000	0	1123600	0	0	0	0	17393000	0	29771000	7513500	0	1052600	0	0	2737300	0	679730	0	995250	0	1383300	1335500	1952600				9913	9	9	9	49.3	49.3	49.3	24.197	0	31.028	774750000	47	P79121	P79121			205	Bos taurus
0	0	0	0	0	6126600	0	0	0	0	8734800	0	0	0	0	8213000	117800000	0	2236900	0	0	0	0	0	0	0	0	0	10070000	0	0	0	0	14358000	0	0	0	0	5864400	117800000	0	9553600	0	0	0	0	0	0	0	0	0	556960	0	0	0	0	794070	0	0	0	0	297470	2002100	0	203350	0	0	0	0				9913	4	4	4	22.6	22.6	22.6	26.382	0	21.418	143110000	10	P79124	P79124			206	Bos taurus
0	0	0	0	0	0	0	3112700	0	0	0	0	0	4976600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3112700	0	0	0	0	0	4976600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345850	0	0	0	0	0	552960	0	0	0	0	0	0	0	0	0				9913	1	1	1	9.4	9.4	9.4	16.64	0.0026667	4.226	8089300	2	P79345	P79345			207	Bos taurus
0	2593000	38514000	9546800	31596000	44504000	0	853950	0	0	5681200	0	5080400	0	0	2876900	16714000	0	0	0	2413000	12565000	2026400	0	0	20650000	28306000	14076000	28078000	0	2531900	0	0	14082000	0	12593000	0	0	1772700	20701000	0	0	0	7154600	0	6008300	0	58932	577190	216970	319920	648460	0	19408	0	0	129120	0	115460	0	0	16254	272580	0	0	0	54841	285560	46055				9913	14	14	14	21.2	21.2	21.2	102.6	0	49.929	174960000	31	P80012	P80012			208	Bos taurus
27456000	0	0	5894000	18231000	15937000	0	15298000	0	0	0	0	0	9179200	0	0	0	0	0	0	0	0	0	17963000	0	0	15927000	18231000	13068000	0	10662000	0	0	0	0	0	8031700	0	0	0	0	0	0	0	0	0	616800	0	0	151130	467470	277980	0	392250	0	0	0	0	0	170850	0	0	0	0	0	0	0	0	0				9913	6	6	6	11.6	11.6	11.6	92.601	0	26.984	91995000	20	P80109	P80109			209	Bos taurus
0	0	0	0	0	2923500	0	0	0	0	55339000	0	6583600	0	0	0	18410000	0	0	0	0	0	0	0	0	0	0	0	7606600	0	0	0	0	49087000	0	17130000	0	0	0	17902000	0	0	0	0	0	0	0	0	0	0	0	104410	0	0	0	0	655120	0	235130	0	0	0	440040	0	0	0	0	0	0				9913	5	5	5	9.3	9.3	9.3	81.092	0	36.338	83256000	11	P80227	P80227			210	Bos taurus
0	0	0	0	0	0	159740000	14120000	245070000	91332000	0	18146000	0	25497000	38134000	0	0	0	0	0	0	0	9364400	0	0	0	0	0	0	85425000	15194000	159060000	121420000	0	41170000	0	25209000	34246000	0	0	0	0	0	0	0	30767000	0	0	0	0	0	0	11555000	702990	11692000	4817600	0	1512200	0	1127900	2437800	0	0	0	0	0	0	0	780370				9913	9	9	7	42.6	42.6	42.6	23.743	0	39.474	601400000	35	P80311	P80311			211	Bos taurus
0	0	5565700	7164400	0	0	0	9087600	18208000	6976800	0	6436600	0	6894400	0	0	0	0	0	0	0	0	0	0	0	7742100	9965900	0	0	0	9235100	18504000	9705100	0	8953600	0	6894400	0	0	0	0	0	0	0	0	0	0	0	1113100	1432900	0	0	0	943510	1832300	1395400	0	1287300	0	670140	0	0	0	0	0	0	0	0	0				9913	3	3	3	28.5	28.5	28.5	14.522	0	8.5358	60334000	11	P80929	P80929			212	Bos taurus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1234500	10161000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3299500	8274800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77156	489880	0	0	0	0				9913	5	5	5	17.7	17.7	17.7	39.491	0	11.354	11396000	7	P81134	P81134			213	Bos taurus
